student_id,age,gender,course,previous_semester_gpa,study_hours_per_day,attendance_percentage,sleep_hours_per_day,assignment_completion_rate,study_medium,exam_difficulty,social_media_hours_per_day,analytical_skill,communication_skill,technical_skill,leadership_skill,creativity_skill,final_exam_score,career_path
899,18,Female,BBA,6.49,2.5,64,7.9,poor,coaching,easy,5.3,poor,poor,good,outstanding,outstanding,68.89,Creative
900,21,Female,BCom,7.71,8.1,94,4.1,outstanding,self-study,hard,0.0,outstanding,average,good,poor,average,95.0,Technology
901,24,Female,BCA,8.96,3.4,94,8.8,average,coaching,moderate,2.7,average,poor,average,average,good,95.0,Creative
902,21,Female,BTech,6.11,9.0,100,7.9,good,coaching,hard,2.9,good,poor,outstanding,poor,good,95.0,Technology
903,24,Male,BA,8.97,7.0,77,4.8,outstanding,self-study,easy,0.0,average,poor,good,outstanding,outstanding,95.0,Creative
904,21,Male,BCA,8.55,2.5,87,6.8,poor,coaching,moderate,6.0,outstanding,good,outstanding,average,good,77.22,Technology
905,18,Male,BTech,6.66,2.0,59,5.6,poor,group-study,easy,2.2,average,average,average,outstanding,average,58.25,Public Service
906,24,Female,BCom,5.8,2.0,82,6.6,poor,online,moderate,1.8,poor,outstanding,average,good,poor,69.43,Business
907,19,Female,BTech,8.47,0.7,75,6.3,poor,self-study,easy,1.5,poor,good,outstanding,average,poor,81.42,Public Service
908,24,Male,BBA,5.61,1.1,69,8.7,poor,self-study,hard,4.5,good,outstanding,average,average,good,61.76,Creative
909,21,Male,BBA,9.67,2.7,80,4.3,poor,coaching,hard,2.5,poor,outstanding,outstanding,poor,average,94.48,Public Service
910,18,Female,BTech,9.73,8.5,73,7.1,outstanding,group-study,moderate,1.1,average,average,poor,average,average,95.0,Public Service
911,20,Female,BBA,8.95,5.9,64,4.9,average,coaching,easy,5.2,average,outstanding,good,average,good,81.7,Creative
912,20,Male,BCom,7.11,5.2,88,8.3,average,coaching,moderate,0.0,good,good,average,poor,outstanding,95.0,Creative
913,24,Female,BBA,5.33,1.6,71,7.3,poor,coaching,easy,0.4,average,average,outstanding,poor,good,61.08,Creative
914,22,Male,BTech,8.32,6.1,79,8.4,good,coaching,easy,0.3,poor,poor,average,poor,average,95.0,Public Service
915,21,Male,BBA,7.69,7.9,81,5.9,outstanding,online,moderate,0.0,average,average,outstanding,good,good,95.0,Creative
916,21,Male,BCom,7.22,5.6,80,5.9,average,group-study,hard,0.7,outstanding,average,poor,poor,good,90.29,Creative
917,18,Female,BA,9.04,5.8,86,6.2,good,coaching,hard,1.3,good,outstanding,good,good,poor,95.0,Technology
918,19,Male,BTech,5.23,1.7,82,5.7,average,coaching,hard,1.5,outstanding,poor,average,average,outstanding,61.13,Creative
919,24,Male,BCom,7.0,8.0,81,6.2,outstanding,group-study,moderate,3.2,outstanding,good,average,average,poor,95.0,Public Service
920,22,Female,BA,7.19,3.5,62,8.4,average,group-study,moderate,0.0,outstanding,good,outstanding,average,outstanding,89.81,Technology
921,21,Female,BSc,7.58,1.0,84,7.0,poor,coaching,easy,1.7,good,good,poor,outstanding,poor,69.41,Business
922,22,Male,BTech,9.49,0.6,67,8.2,poor,self-study,easy,5.6,poor,average,outstanding,average,outstanding,72.71,Creative
923,21,Female,BSc,6.4,9.9,85,7.9,good,self-study,easy,3.8,outstanding,poor,outstanding,poor,poor,95.0,Technology
924,24,Female,BCA,7.04,5.4,90,8.2,average,online,moderate,0.0,average,outstanding,average,good,good,95.0,Business
925,23,Female,BA,7.97,7.5,87,8.2,good,coaching,easy,5.5,good,outstanding,poor,outstanding,outstanding,95.0,Business
926,19,Female,BBA,9.39,2.4,72,7.4,poor,self-study,easy,5.4,average,average,good,good,good,86.15,Creative
927,20,Female,BCom,6.47,9.5,93,6.8,good,group-study,moderate,0.3,average,average,average,poor,average,95.0,Public Service
928,19,Female,BSc,5.87,1.2,68,7.2,average,online,moderate,1.2,outstanding,outstanding,outstanding,outstanding,outstanding,74.15,Technology
929,18,Female,BCA,7.24,7.8,86,8.5,good,group-study,moderate,2.6,good,outstanding,average,poor,poor,95.0,Public Service
930,22,Male,BBA,5.69,2.0,55,6.9,average,coaching,moderate,0.8,average,poor,good,outstanding,poor,47.41,Public Service
931,19,Female,BTech,7.84,2.1,69,6.6,poor,coaching,moderate,6.6,good,average,good,good,good,72.37,Technology
932,19,Female,BSc,5.36,4.7,62,7.8,average,online,easy,0.0,good,poor,outstanding,outstanding,average,70.81,Technology
933,20,Female,BCom,5.58,3.5,62,4.6,good,online,moderate,4.6,good,good,poor,good,average,77.52,Business
934,18,Female,BSc,7.55,9.3,82,4.9,outstanding,coaching,easy,1.5,good,outstanding,average,good,good,95.0,Business
935,22,Female,BCA,7.16,9.4,89,8.5,outstanding,coaching,moderate,1.0,good,good,average,good,poor,95.0,Business
936,19,Male,BSc,5.69,1.0,65,5.1,poor,group-study,hard,3.7,good,outstanding,average,outstanding,poor,51.78,Business
937,24,Male,BCA,9.09,4.3,83,7.9,average,coaching,easy,0.0,outstanding,outstanding,poor,average,average,95.0,Research
938,24,Male,BCom,9.21,2.7,88,8.1,poor,coaching,hard,3.2,poor,average,good,good,outstanding,90.11,Creative
939,24,Male,BCom,6.94,5.1,95,5.6,average,self-study,easy,6.2,good,good,average,good,outstanding,70.26,Business
940,23,Female,BCom,6.53,9.4,92,4.1,outstanding,online,hard,0.0,good,average,outstanding,good,poor,95.0,Technology
941,20,Male,BCom,5.55,7.9,95,4.2,outstanding,self-study,hard,0.0,outstanding,average,average,outstanding,outstanding,95.0,Creative
942,24,Female,BBA,7.59,6.2,94,7.9,good,self-study,moderate,0.0,good,poor,good,outstanding,poor,95.0,Technology
943,20,Female,BTech,9.69,7.0,73,7.8,good,online,hard,3.6,poor,poor,poor,poor,average,95.0,Public Service
944,23,Female,BBA,8.26,9.4,100,7.6,outstanding,group-study,hard,0.0,outstanding,poor,good,good,outstanding,95.0,Technology
945,18,Female,BTech,6.52,6.0,69,5.0,average,online,hard,0.0,outstanding,average,average,good,poor,90.42,Public Service
946,22,Female,BTech,6.74,9.8,94,7.9,good,self-study,hard,4.0,outstanding,average,outstanding,outstanding,outstanding,95.0,Technology
947,19,Female,BA,6.39,1.7,49,5.6,average,group-study,hard,4.3,good,outstanding,good,average,poor,69.87,Technology
948,24,Male,BA,5.7,1.9,73,6.0,poor,group-study,moderate,3.2,poor,good,good,average,good,57.12,Creative
949,18,Male,BSc,6.92,8.7,74,4.6,outstanding,coaching,easy,2.5,average,poor,good,outstanding,average,95.0,Public Service
950,23,Male,BTech,5.48,3.5,77,8.5,good,online,hard,3.2,average,average,poor,good,average,78.87,Public Service
951,21,Male,BBA,7.19,2.8,71,9.0,average,online,hard,2.1,average,good,average,outstanding,outstanding,77.32,Business
952,18,Male,BSc,9.66,9.1,87,4.4,good,coaching,hard,4.3,average,good,average,good,good,95.0,Business
953,19,Female,BTech,6.53,8.6,93,8.1,good,online,hard,1.1,poor,average,poor,poor,outstanding,95.0,Creative
954,24,Male,BCom,5.95,3.3,75,4.1,good,coaching,easy,5.0,poor,good,good,average,average,81.24,Public Service
955,18,Male,BCom,6.64,1.2,76,7.1,poor,group-study,hard,1.2,average,average,average,outstanding,poor,66.51,Public Service
956,19,Female,BA,7.3,2.6,69,7.3,average,self-study,hard,0.3,outstanding,average,average,good,average,83.43,Public Service
957,23,Male,BSc,8.31,4.6,76,4.3,average,coaching,easy,0.0,outstanding,good,outstanding,good,good,94.33,Technology
958,18,Male,BTech,7.56,7.1,78,7.3,outstanding,self-study,moderate,3.3,average,outstanding,poor,poor,average,95.0,Public Service
959,18,Female,BA,5.6,7.7,90,5.1,outstanding,online,hard,2.0,good,poor,average,good,outstanding,89.5,Creative
960,22,Female,BCom,6.98,6.4,80,4.2,outstanding,coaching,moderate,0.0,poor,poor,good,outstanding,good,95.0,Creative
961,24,Male,BBA,9.18,9.6,96,4.7,good,online,moderate,0.0,poor,good,average,poor,average,95.0,Public Service
962,18,Male,BA,7.67,8.0,96,7.1,good,online,hard,4.7,outstanding,average,average,outstanding,outstanding,95.0,Creative
963,22,Female,BA,5.58,0.9,68,5.1,average,self-study,moderate,1.1,outstanding,average,outstanding,good,outstanding,69.87,Technology
964,19,Female,BSc,5.35,4.6,56,8.3,good,self-study,easy,5.9,poor,poor,outstanding,good,good,81.45,Creative
965,24,Male,BA,6.83,3.8,82,7.3,average,online,moderate,2.6,outstanding,good,outstanding,outstanding,average,76.21,Technology
966,23,Male,BCA,5.73,4.4,99,8.4,good,self-study,easy,0.0,poor,poor,poor,poor,average,95.0,Public Service
967,23,Female,BBA,7.09,3.8,74,7.3,average,coaching,easy,3.8,outstanding,good,average,good,outstanding,78.68,Business
968,19,Male,BTech,8.17,1.3,62,5.3,poor,coaching,easy,4.8,good,good,outstanding,average,average,69.6,Technology
969,21,Male,BCom,6.04,9.0,77,8.4,outstanding,online,hard,2.3,average,outstanding,poor,poor,outstanding,95.0,Creative
970,19,Male,BSc,7.28,7.7,85,8.9,outstanding,coaching,easy,0.0,outstanding,outstanding,average,good,poor,95.0,Business
971,23,Female,BA,7.89,5.8,87,7.5,average,coaching,easy,0.0,average,average,good,outstanding,good,95.0,Creative
972,23,Female,BCA,5.3,1.9,81,6.3,average,self-study,easy,1.1,outstanding,outstanding,poor,outstanding,poor,65.94,Business
973,24,Female,BCom,6.16,9.3,86,8.8,outstanding,self-study,easy,0.0,outstanding,good,good,good,outstanding,95.0,Technology
974,21,Male,BA,6.96,7.0,74,5.0,outstanding,online,moderate,2.3,average,poor,average,outstanding,average,95.0,Public Service
975,23,Male,BCA,5.54,0.5,69,9.0,poor,group-study,easy,2.4,poor,average,average,good,average,70.01,Public Service
976,23,Male,BTech,7.51,9.5,93,8.3,outstanding,online,hard,3.2,average,good,poor,outstanding,good,95.0,Business
977,21,Male,BCom,8.39,3.9,66,6.9,average,online,moderate,6.7,average,outstanding,average,good,good,84.93,Business
978,18,Male,BCom,8.06,4.8,80,4.0,average,coaching,easy,4.1,outstanding,average,outstanding,average,outstanding,83.05,Technology
979,19,Female,BSc,8.25,6.8,86,5.7,outstanding,online,easy,4.3,good,outstanding,average,average,outstanding,95.0,Creative
980,22,Male,BCom,7.43,3.1,89,4.2,average,group-study,hard,0.7,average,average,good,poor,outstanding,88.49,Creative
981,21,Male,BCom,8.0,8.3,69,6.9,good,group-study,hard,5.4,average,average,poor,average,good,95.0,Creative
982,23,Female,BBA,6.5,8.3,67,5.8,good,group-study,moderate,0.8,outstanding,good,average,outstanding,good,95.0,Business
983,20,Female,BBA,8.07,4.9,86,5.3,average,online,easy,0.4,good,poor,poor,average,poor,91.99,Public Service
984,21,Male,BCom,8.21,4.5,74,7.0,average,coaching,hard,0.0,poor,good,poor,average,good,95.0,Creative
985,18,Male,BA,9.55,2.8,67,4.7,average,self-study,moderate,0.8,outstanding,average,average,average,outstanding,77.22,Research
986,18,Female,BCA,7.95,10.0,92,6.1,outstanding,coaching,moderate,4.8,good,good,poor,good,poor,95.0,Business
987,20,Female,BA,7.59,9.6,72,4.1,outstanding,self-study,hard,0.0,outstanding,average,average,poor,average,95.0,Public Service
988,23,Male,BA,7.36,9.5,95,8.4,good,group-study,hard,3.8,average,good,outstanding,outstanding,good,95.0,Business
989,23,Female,BSc,6.15,5.9,86,8.6,average,online,easy,2.0,outstanding,good,poor,outstanding,good,87.65,Business
990,20,Male,BBA,5.93,7.0,90,6.8,good,coaching,hard,0.0,outstanding,average,good,outstanding,average,95.0,Technology
991,18,Male,BCom,8.97,1.3,59,7.1,poor,coaching,hard,2.2,average,average,poor,poor,poor,77.94,Public Service
992,18,Female,BTech,5.98,4.5,74,5.9,average,online,hard,2.4,good,good,average,outstanding,average,69.6,Business
993,20,Female,BSc,6.08,7.7,80,6.5,outstanding,group-study,moderate,1.8,good,good,outstanding,poor,outstanding,95.0,Technology
994,20,Male,BCA,9.06,7.7,84,6.5,good,online,moderate,0.0,good,good,average,good,outstanding,95.0,Business
995,18,Male,BCom,8.81,5.4,73,6.7,average,coaching,hard,3.7,outstanding,outstanding,average,average,average,95.0,Research
996,19,Female,BTech,7.27,6.5,76,9.0,good,coaching,easy,2.7,average,average,poor,poor,good,95.0,Creative
997,18,Male,BSc,5.15,4.2,92,4.3,average,coaching,hard,0.9,outstanding,average,outstanding,poor,good,70.28,Technology
998,18,Female,BA,8.44,6.1,92,8.7,outstanding,self-study,moderate,0.0,good,poor,good,poor,poor,95.0,Technology
999,24,Female,BCom,8.57,3.7,80,5.9,good,coaching,hard,0.0,poor,poor,outstanding,outstanding,average,95.0,Public Service
1000,21,Male,BCA,7.19,1.4,71,6.5,poor,online,moderate,5.3,poor,good,average,good,poor,60.24,Business
